N,P,K,temperature,humidity,ph,rainfall,label
110.22,69.05,50.5,31.01,86.82,6.1,178.8,banana
103.38,63.5,43.22,29.77,75.91,5.86,159.68,banana
110.19,70.95,40.97,31.66,87.3,6.1,148.65,banana
111.35,72.15,40.89,25.43,82.63,6.18,160.34,banana
101.65,75.94,48.75,31.6,77.68,5.85,152.73,banana
106.89,73.11,57.97,24.51,80.02,5.72,137.13,banana
128.11,61.09,43.28,28.44,83.52,5.82,123.4,banana
104.99,81.79,59.67,24.72,80.6,6.16,141.61,banana
81.53,71.41,57.89,28.54,91.49,6.18,120.68,banana
96.98,61.92,40.1,27.12,83.07,6.24,138.93,banana
93.9,79.32,40.67,24.65,81.33,5.63,111.69,banana
127.61,76.5,44.88,29.18,86.44,6.32,145.23,banana
106.96,76.24,41.4,29.85,86.06,6.19,119.62,banana
96.82,70.67,53.28,25.39,75.04,5.53,123.49,banana
128.64,70.26,40.99,29.56,85.51,5.84,139.92,banana
81.15,73.41,60.07,25.43,79.14,5.97,113.0,banana
90.46,61.26,52.32,25.1,81.38,5.86,176.99,banana
129.62,67.47,58.2,25.18,87.01,5.62,135.76,banana
113.04,84.7,58.77,28.79,84.48,5.71,128.18,banana
126.42,76.55,52.67,30.23,81.27,5.52,102.34,banana
130.29,70.47,63.13,28.78,77.85,5.59,167.46,banana
136.52,65.56,64.76,30.47,83.59,5.77,150.07,banana
83.81,78.63,48.98,28.73,80.43,6.32,133.31,banana
127.95,66.51,43.15,30.38,90.52,6.03,119.64,banana
122.53,64.06,49.08,31.81,84.08,5.92,159.61,banana
92.42,63.86,45.58,27.13,89.72,6.16,175.64,banana
135.9,78.23,53.28,25.2,81.63,6.04,130.46,banana
104.25,76.07,49.46,25.08,89.07,5.63,110.79,banana
133.26,61.75,52.01,28.78,75.96,5.72,108.74,banana
116.31,62.88,59.08,28.38,80.07,5.72,100.51,banana
111.6,75.85,46.85,25.47,76.33,6.1,159.52,banana
89.57,74.28,53.44,31.06,75.54,5.96,178.51,banana
134.86,77.15,48.38,31.65,90.62,5.89,179.43,banana
113.4,64.45,59.62,26.03,87.19,6.06,162.74,banana
80.37,78.16,55.99,25.66,85.63,6.47,112.97,banana
81.1,83.4,40.21,25.71,84.05,5.81,178.22,banana
126.66,75.03,56.5,27.1,84.68,6.02,126.23,banana
89.72,64.9,44.25,30.83,85.86,5.98,126.69,banana
115.92,76.99,58.11,28.77,89.05,6.22,154.99,banana
120.86,68.58,54.18,24.54,85.15,6.23,103.92,banana
96.76,61.23,50.04,27.78,87.73,6.23,166.06,banana
114.16,67.56,57.35,24.72,79.78,5.7,179.78,banana
94.42,82.64,61.41,27.25,91.6,5.95,162.01,banana
136.78,70.28,59.47,27.23,75.54,6.31,162.53,banana
131.61,81.62,53.63,29.19,81.57,5.88,131.23,banana
97.28,72.72,58.07,28.4,89.99,6.48,105.27,banana
111.73,72.92,50.35,31.0,78.07,5.86,163.41,banana
110.04,60.13,59.73,24.13,77.4,6.0,147.77,banana
137.6,75.93,60.73,30.19,81.21,5.97,172.75,banana
103.64,62.7,43.43,24.18,82.28,5.93,109.28,banana
113.73,71.97,45.95,26.43,90.87,6.35,124.41,banana
135.72,66.51,46.75,31.04,89.21,5.66,128.85,banana
89.77,69.81,44.15,29.52,82.89,6.07,154.66,banana
113.03,73.43,49.81,25.38,91.54,6.12,163.02,banana
86.34,60.36,44.83,27.93,85.92,6.35,176.88,banana
19.43,12.79,29.32,28.23,58.25,5.69,105.68,mango
22.4,14.47,17.16,25.56,64.7,4.92,105.27,mango
15.43,16.31,29.98,29.52,52.05,4.87,91.44,mango
18.79,15.13,22.77,27.14,49.28,5.78,128.94,mango
20.61,17.63,24.97,25.46,55.15,4.92,85.7,mango
23.91,12.63,15.04,31.55,60.12,5.61,85.45,mango
22.06,17.02,22.86,28.05,46.01,6.17,101.8,mango
20.47,18.17,20.22,28.22,46.27,5.28,112.92,mango
24.36,17.65,29.13,31.85,55.18,5.26,93.08,mango
27.43,17.71,28.09,26.93,63.5,4.57,108.99,mango
18.63,18.89,17.93,31.54,47.46,5.01,117.52,mango
20.14,10.84,28.94,29.56,49.42,5.9,89.23,mango
25.57,16.97,27.7,29.06,64.83,5.22,129.3,mango
26.67,19.69,21.81,25.88,44.41,4.82,100.15,mango
27.38,15.74,11.64,24.41,41.92,4.71,113.91,mango
18.14,12.17,13.22,27.5,54.74,4.69,89.98,mango
23.09,19.99,11.54,24.08,40.61,5.82,116.93,mango
28.5,11.75,12.16,24.57,44.51,5.73,122.82,mango
20.88,13.36,29.54,28.76,55.56,5.54,89.74,mango
21.45,11.72,14.24,29.8,56.49,5.5,90.66,mango
29.77,14.65,23.82,25.34,52.76,4.81,97.65,mango
16.7,14.19,22.73,29.86,49.59,5.5,85.54,mango
25.58,14.91,22.62,31.6,54.4,4.62,129.37,mango
27.75,19.28,14.13,29.95,56.08,6.35,111.93,mango
17.26,14.78,21.59,30.28,60.09,4.62,112.34,mango
25.72,15.15,22.51,29.61,59.82,5.35,128.15,mango
22.05,18.87,21.41,25.8,56.62,4.5,122.44,mango
27.79,18.18,13.72,26.89,62.36,6.07,121.64,mango
28.61,12.4,24.46,31.59,60.95,4.83,100.28,mango
28.09,10.13,11.46,29.29,43.33,6.35,100.07,mango
15.97,16.29,21.82,30.31,63.92,4.59,98.13,mango
26.35,18.45,18.73,31.75,62.29,6.14,100.6,mango
28.82,15.53,15.01,25.85,48.02,5.81,101.63,mango
24.32,12.11,26.15,26.57,40.5,5.0,91.3,mango
24.01,17.41,13.52,29.16,55.1,4.9,101.02,mango
15.68,16.7,28.66,24.19,50.96,5.22,105.1,mango
27.84,15.65,27.69,28.57,58.74,6.16,98.92,mango
15.7,18.63,17.21,30.47,53.11,6.22,92.44,mango
19.7,17.84,16.1,28.88,41.91,4.85,101.8,mango
28.89,16.68,12.75,26.36,46.12,5.21,106.64,mango
29.25,16.65,28.33,29.79,62.06,4.97,117.43,mango
29.88,16.62,22.55,25.17,40.94,4.75,117.01,mango
22.15,15.25,10.64,31.16,58.42,5.79,94.12,mango
17.66,14.64,20.22,24.81,47.3,5.19,86.65,mango
22.32,17.1,11.72,30.91,51.32,4.95,98.67,mango
16.53,16.1,21.48,27.98,53.28,6.23,92.07,mango
28.09,14.9,20.18,27.43,46.25,6.0,102.81,mango
23.41,11.27,11.66,28.01,56.3,6.05,129.07,mango
21.07,17.02,26.32,25.6,57.34,4.58,93.15,mango
16.19,16.46,15.25,27.66,42.13,6.33,99.35,mango
21.08,13.42,20.83,30.8,49.35,5.65,117.63,mango
27.99,13.56,22.78,30.41,58.61,5.51,107.91,mango
25.55,12.47,29.25,25.3,58.04,4.52,86.98,mango
16.24,19.62,19.88,29.39,53.62,6.3,92.28,mango
17.4,18.6,28.35,30.85,59.44,5.59,127.09,mango
20.88,15.61,17.1,30.56,42.69,6.15,89.64,mango
16.52,14.02,27.15,27.41,42.96,5.81,113.58,mango
29.01,17.37,14.72,24.38,56.44,6.09,120.65,mango
24.78,15.28,24.15,31.45,57.33,5.89,96.94,mango
16.42,19.76,11.77,27.17,60.36,6.34,117.63,mango
26.82,10.55,29.72,26.89,44.53,4.95,92.65,mango
20.53,10.34,29.08,30.08,52.92,4.9,97.81,mango
18.67,15.69,18.84,26.11,56.52,5.93,99.03,mango
23.55,12.03,20.48,30.68,45.59,5.5,129.84,mango
15.2,16.04,21.96,24.61,52.92,5.7,94.66,mango
21.98,17.81,15.5,29.93,55.96,5.92,90.81,mango
27.66,11.38,23.49,31.73,45.36,5.59,126.66,mango
28.92,14.41,23.97,31.97,49.39,6.08,92.29,mango
20.14,16.89,20.5,31.39,45.41,5.14,124.57,mango
24.64,18.34,12.95,30.97,62.57,6.22,114.27,mango
18.4,14.96,28.38,26.23,45.92,4.72,110.96,mango
23.4,12.06,12.3,31.73,43.02,5.77,118.81,mango
18.81,15.86,22.58,31.42,40.88,6.28,117.67,mango
23.57,14.55,12.06,28.27,41.12,5.01,89.97,mango
17.58,17.72,12.92,27.22,44.79,5.15,129.98,mango
29.12,15.56,10.41,24.87,55.21,5.11,127.39,mango
28.3,12.79,17.27,28.73,40.44,5.63,125.35,mango
20.05,17.54,22.79,29.6,47.17,5.33,113.0,mango
26.65,15.18,20.43,27.23,41.45,4.72,108.53,mango
16.43,11.78,23.49,27.25,50.09,6.28,109.13,mango
26.11,15.63,23.5,28.59,41.21,4.91,85.67,mango
19.24,19.48,12.8,24.22,55.19,5.57,107.48,mango
17.03,17.06,11.15,31.66,57.21,5.69,113.07,mango
25.17,12.99,22.51,26.32,58.28,4.58,114.64,mango
22.05,17.11,23.06,25.13,45.61,4.69,99.95,mango
22.95,12.83,21.13,24.04,61.71,6.44,106.21,mango
22.81,15.43,14.92,30.86,57.26,5.83,113.63,mango
15.89,15.27,26.22,30.91,41.42,4.57,104.27,mango
15.77,12.47,11.51,24.76,51.02,6.09,128.3,mango
24.02,13.48,22.65,25.22,59.19,5.52,116.74,mango
24.36,19.42,12.41,27.58,47.77,4.65,85.06,mango
15.71,12.51,23.09,25.49,49.54,5.86,86.05,mango
20.68,18.01,18.35,29.89,55.74,5.5,116.06,mango
24.19,16.67,24.36,24.46,41.39,4.91,103.57,mango
24.85,15.33,11.04,28.4,64.17,6.26,122.78,mango
27.42,11.38,21.1,27.06,44.36,5.08,92.79,mango
21.31,12.05,12.9,27.72,40.67,5.07,85.62,mango
23.22,11.79,23.65,27.4,40.13,5.05,102.46,mango
23.68,15.87,12.4,25.23,49.99,6.03,118.12,mango
19.68,19.73,11.47,25.76,62.11,5.91,128.73,mango
15.81,18.77,24.26,24.52,60.49,6.31,124.76,mango
15.06,10.25,11.27,24.92,62.8,4.96,106.78,mango
27.54,12.74,14.49,31.82,53.34,6.07,121.58,mango
18.0,11.57,26.49,26.24,51.22,5.65,88.16,mango
24.45,19.76,26.19,26.46,49.65,5.12,110.75,mango
23.66,12.36,27.08,25.02,41.16,4.57,126.59,mango
20.99,12.01,16.52,30.04,62.74,6.14,102.84,mango
27.5,16.21,20.56,31.39,52.4,4.98,128.2,mango
25.48,15.56,25.47,30.32,51.38,5.76,94.93,mango
15.34,12.26,12.74,28.9,52.88,5.6,89.75,mango
26.65,16.7,24.49,30.51,59.85,4.51,108.61,mango
22.6,10.97,11.95,27.23,45.61,6.49,125.83,mango
20.21,10.19,28.27,30.88,57.75,6.13,99.01,mango
25.9,10.82,22.75,30.39,57.77,5.47,121.01,mango
25.29,13.65,19.87,24.01,61.24,5.86,92.61,mango
19.66,19.75,19.69,27.9,40.22,5.45,118.55,mango
29.75,15.47,13.63,26.12,44.26,5.99,110.07,mango
24.73,17.55,16.92,24.69,51.78,4.77,92.88,mango
24.09,13.21,24.54,30.77,61.26,5.39,117.31,mango
16.05,17.19,20.82,24.06,64.13,5.17,117.12,mango
22.73,19.77,27.11,12.86,82.71,6.0,62.54,grapes
18.38,21.54,22.89,14.1,85.26,6.33,66.24,grapes
16.98,16.32,18.36,23.83,89.33,6.31,74.86,grapes
29.36,17.33,23.71,17.9,80.69,6.35,61.53,grapes
24.84,20.52,18.27,16.72,86.81,6.2,73.75,grapes
27.14,18.53,15.05,8.57,84.03,6.03,74.61,grapes
25.45,17.67,18.54,21.57,80.44,6.33,67.27,grapes
27.44,13.08,17.9,9.34,89.64,6.37,67.33,grapes
17.44,13.87,20.56,8.75,82.55,5.98,65.73,grapes
22.45,15.38,28.33,12.4,91.08,6.49,83.39,grapes
25.01,10.14,20.82,15.61,85.97,6.37,69.72,grapes
16.55,16.26,27.68,22.32,85.2,6.01,74.63,grapes
17.25,10.04,23.33,20.64,83.93,5.57,67.54,grapes
24.51,18.48,15.11,11.16,83.61,5.72,77.57,grapes
28.03,20.56,17.83,13.95,89.45,6.28,62.54,grapes
24.91,18.43,28.97,20.48,87.49,5.61,61.79,grapes
15.54,20.4,24.06,16.43,88.83,5.97,78.61,grapes
29.56,10.0,28.94,10.79,83.9,6.1,78.17,grapes
17.09,10.89,19.65,14.34,81.66,6.38,66.63,grapes
18.49,20.48,25.75,18.01,79.22,6.35,68.88,grapes
29.62,22.04,26.58,23.57,88.87,6.26,83.93,grapes
26.57,20.77,29.64,18.59,83.81,5.91,62.61,grapes
29.05,19.95,15.27,8.26,85.13,5.64,64.58,grapes
27.1,20.61,29.28,19.28,84.57,6.17,70.75,grapes
24.78,21.09,20.87,12.01,84.04,5.68,67.05,grapes
19.27,20.87,27.57,21.79,87.57,6.06,76.23,grapes
19.9,21.07,23.17,14.14,86.52,6.48,77.27,grapes
29.21,11.11,23.47,11.19,91.61,6.05,73.16,grapes
27.91,10.95,20.39,15.49,79.94,6.15,75.28,grapes
20.39,15.42,27.43,12.08,86.03,6.18,70.84,grapes
20.6,17.91,18.96,11.77,78.89,6.33,79.01,grapes
19.47,21.44,22.38,17.17,89.31,5.93,61.05,grapes
19.89,15.02,23.4,20.28,86.63,6.0,67.82,grapes
27.91,14.13,26.14,21.36,84.0,5.68,77.11,grapes
15.16,21.72,22.07,14.36,89.23,6.11,68.24,grapes
21.54,13.74,25.2,9.07,84.37,5.8,61.96,grapes
29.14,22.31,22.28,15.74,81.19,6.01,68.63,grapes
23.14,12.66,24.89,14.94,84.62,6.27,77.79,grapes
21.76,15.39,25.11,11.15,78.99,5.52,63.05,grapes
19.69,16.02,25.64,22.34,90.57,6.06,78.12,grapes
16.11,14.49,27.35,23.59,88.23,5.67,79.39,grapes
18.37,10.05,23.11,8.83,88.64,5.78,75.88,grapes
16.36,13.53,17.9,20.73,90.24,5.53,66.11,grapes
16.9,15.06,25.19,18.33,89.08,5.67,80.13,grapes
17.45,14.7,16.16,12.18,84.05,6.49,65.36,grapes
19.53,21.78,18.28,18.16,79.66,6.5,82.65,grapes
15.17,10.71,26.88,10.06,83.23,6.22,77.67,grapes
29.25,15.83,21.53,9.11,91.08,6.11,61.37,grapes
16.86,10.56,22.47,23.9,91.29,6.28,79.98,grapes
20.75,23.96,29.81,18.18,88.75,6.4,72.66,grapes
28.19,21.85,18.53,12.05,80.86,6.02,71.32,grapes
16.6,24.73,15.29,15.2,80.72,5.54,70.51,grapes
22.25,23.65,16.67,23.2,90.32,6.21,75.17,grapes
27.67,14.74,18.67,15.02,79.99,6.48,78.11,grapes
23.35,20.37,25.89,22.41,86.18,5.76,82.4,grapes
18.16,14.6,26.64,21.9,83.3,5.96,66.82,grapes
26.03,23.32,23.48,13.51,82.23,5.86,75.77,grapes
25.22,16.16,18.83,19.14,87.48,5.89,77.16,grapes
20.43,15.64,22.83,18.57,91.43,6.22,76.87,grapes
15.69,23.71,15.22,20.34,88.89,5.88,72.33,grapes
15.12,22.55,25.23,13.85,84.81,6.44,69.78,grapes
27.38,24.5,24.21,8.84,84.17,6.29,79.06,grapes
19.82,11.0,15.33,10.74,90.71,5.53,67.5,grapes
17.07,13.65,27.26,17.86,86.09,6.32,65.2,grapes
22.78,14.51,26.45,20.4,84.95,6.27,73.65,grapes
28.81,16.37,19.62,20.1,87.56,6.02,66.69,grapes
15.13,17.1,24.53,17.34,81.32,6.0,60.83,grapes
15.84,14.37,24.02,9.36,78.89,6.34,61.29,grapes
21.26,21.86,17.15,8.28,89.97,5.92,77.38,grapes
25.14,13.35,17.9,20.51,86.5,5.66,84.33,grapes
22.14,20.45,25.25,16.79,80.31,5.81,71.37,grapes
28.46,22.78,29.0,20.52,82.17,5.77,63.68,grapes
15.66,19.06,23.64,10.6,91.86,6.18,80.45,grapes
20.1,15.31,23.52,14.52,86.88,5.68,66.54,grapes
20.27,12.82,24.7,22.71,86.91,6.14,84.89,grapes
20.1,12.02,21.61,10.75,79.01,5.97,74.08,grapes
22.32,21.16,15.81,8.98,91.57,6.34,65.82,grapes
26.86,17.04,20.95,18.46,90.5,5.98,72.4,grapes
19.77,10.69,28.5,17.51,85.67,6.43,68.38,grapes
26.17,24.76,27.07,23.23,82.33,6.4,79.49,grapes
17.2,20.07,28.91,22.5,87.77,5.69,62.65,grapes
23.41,22.66,17.29,19.99,89.67,6.19,81.43,grapes
20.63,16.57,22.59,8.31,89.01,5.71,79.18,grapes
23.09,24.33,23.77,15.69,91.68,6.32,81.53,grapes
16.62,12.99,18.15,22.34,86.92,6.14,82.37,grapes
29.3,12.78,18.01,14.94,82.5,5.79,65.74,grapes
28.59,23.36,26.73,23.39,84.97,5.75,73.03,grapes
27.4,23.38,25.08,18.44,89.43,5.93,81.25,grapes
28.39,17.49,24.71,9.75,81.71,6.3,69.43,grapes
17.2,11.89,19.0,16.15,81.24,6.3,61.51,grapes
22.56,14.58,22.6,19.13,88.15,5.53,67.29,grapes
19.77,21.31,15.35,9.05,84.22,5.8,66.05,grapes
28.31,22.69,16.95,13.51,89.43,5.92,81.75,grapes
17.84,15.21,22.77,19.47,80.01,6.09,71.6,grapes
18.3,10.92,19.65,10.51,82.7,5.65,77.09,grapes
25.3,19.99,29.49,13.57,81.75,5.84,84.05,grapes
16.33,21.09,22.07,19.04,87.77,6.39,67.48,grapes
25.99,16.36,16.25,20.41,88.63,5.98,79.03,grapes
19.02,18.75,15.27,16.3,84.38,6.24,60.57,grapes
24.91,24.81,25.88,23.31,84.69,5.98,62.6,grapes
28.1,13.67,17.57,22.81,79.85,5.96,64.05,grapes
24.14,18.59,17.82,15.57,87.83,6.12,67.81,grapes
18.19,19.16,21.36,10.56,91.89,5.76,70.07,grapes
15.74,18.24,18.96,20.37,88.89,5.75,71.93,grapes
15.67,23.04,24.25,11.89,81.12,6.49,66.13,grapes
16.33,19.08,22.29,21.49,86.72,6.37,61.66,grapes
23.7,17.62,16.67,17.39,82.13,6.24,76.94,grapes
20.22,11.85,26.77,14.31,78.42,5.64,60.59,grapes
18.65,20.55,21.39,16.9,80.52,5.53,80.24,grapes
18.29,11.98,24.16,16.52,79.44,5.68,83.23,grapes
29.23,10.4,15.06,22.8,80.74,6.44,77.76,grapes
16.78,17.33,24.4,11.43,89.14,6.32,74.9,grapes
19.57,18.59,19.24,22.85,82.1,6.02,76.43,grapes
22.07,24.99,22.42,8.5,88.6,6.47,76.31,grapes
15.01,20.68,19.47,20.31,91.28,5.65,83.29,grapes
28.81,22.73,29.94,22.71,86.04,6.06,84.11,grapes
16.49,15.2,18.46,14.3,84.8,5.68,70.67,grapes
25.24,17.63,28.69,9.17,88.5,5.81,75.43,grapes
24.43,24.61,28.77,20.87,79.36,6.44,80.07,grapes
27.14,16.26,21.32,21.49,83.99,6.37,60.03,grapes
106.35,64.12,44.71,25.28,91.8,6.11,70.47,watermelon
112.64,48.21,57.99,32.46,88.59,5.58,47.68,watermelon
115.86,58.47,46.25,31.02,82.48,6.79,59.18,watermelon
98.44,47.13,63.29,25.08,82.59,5.52,66.31,watermelon
94.78,55.27,60.69,36.08,89.21,6.85,65.66,watermelon
89.11,60.12,54.71,27.99,86.24,6.69,51.35,watermelon
107.89,62.16,40.22,37.46,90.14,5.61,65.4,watermelon
125.97,51.22,62.09,37.04,85.59,6.59,57.24,watermelon
124.8,49.24,58.19,30.08,87.69,6.66,56.86,watermelon
98.0,46.34,59.7,27.2,82.82,6.4,74.19,watermelon
92.89,43.34,41.8,35.69,82.33,6.37,59.77,watermelon
119.44,49.12,57.71,29.06,81.13,5.57,63.46,watermelon
116.25,61.8,60.11,26.29,92.29,5.59,64.7,watermelon
105.27,50.47,63.92,31.72,88.33,6.59,64.7,watermelon
99.45,47.93,54.51,30.85,94.21,5.66,52.46,watermelon
86.19,58.48,52.7,35.9,91.24,5.86,65.98,watermelon
119.26,45.39,50.63,34.21,91.53,6.25,56.71,watermelon
110.87,46.41,57.53,36.27,87.64,5.75,67.93,watermelon
98.84,63.4,63.02,34.29,92.23,6.68,50.1,watermelon
125.94,42.04,54.99,32.99,94.13,6.71,79.79,watermelon
112.98,50.37,45.68,31.0,90.83,6.76,72.02,watermelon
126.46,54.42,40.44,37.83,81.58,5.57,59.6,watermelon
103.72,45.76,55.48,37.43,89.77,6.14,55.55,watermelon
102.73,47.03,61.61,35.88,81.81,6.77,58.57,watermelon
126.86,45.55,41.65,34.85,81.16,6.04,70.24,watermelon
127.99,48.63,49.94,32.09,90.39,6.54,67.94,watermelon
128.04,62.46,63.5,27.64,92.52,6.38,69.57,watermelon
120.94,50.79,52.54,36.26,82.38,6.02,76.11,watermelon
103.12,50.45,45.52,24.15,81.11,5.91,60.97,watermelon
90.51,49.66,48.84,27.18,93.3,6.48,68.43,watermelon
99.17,64.1,50.2,29.65,81.98,5.7,60.45,watermelon
126.91,42.93,42.93,32.21,80.53,6.79,67.33,watermelon
98.18,61.8,56.52,31.85,90.82,6.36,61.62,watermelon
117.84,48.18,54.8,26.46,92.72,5.67,72.18,watermelon
126.15,63.91,56.19,25.47,87.72,6.56,45.18,watermelon
128.52,47.88,55.27,27.11,88.1,6.15,52.55,watermelon
127.38,42.07,40.42,28.88,85.05,5.81,55.38,watermelon
107.75,53.0,44.36,24.2,83.58,6.94,78.09,watermelon
104.59,45.7,44.14,33.69,91.33,6.58,62.75,watermelon
129.38,58.82,42.45,27.47,92.74,6.39,57.75,watermelon
90.91,56.43,58.39,28.92,84.82,6.77,59.15,watermelon
89.38,57.16,43.0,28.69,84.11,6.32,60.81,watermelon
128.16,44.84,56.7,31.17,84.02,6.16,75.37,watermelon
114.46,57.72,44.46,36.04,80.76,5.78,78.68,watermelon
106.82,47.78,42.96,26.09,84.22,5.73,74.55,watermelon
86.6,64.97,44.06,28.77,80.38,6.15,74.46,watermelon
105.66,58.29,52.71,33.69,91.83,6.18,51.97,watermelon
127.21,54.76,56.14,24.62,83.84,6.6,54.4,watermelon
110.14,61.68,60.3,35.62,90.35,6.16,65.86,watermelon
100.23,54.73,43.21,37.47,88.15,6.39,67.96,watermelon
107.56,53.82,55.4,32.51,92.56,6.75,52.09,watermelon
124.31,45.93,59.35,37.39,94.41,6.99,71.12,watermelon
125.64,56.95,47.81,29.78,85.51,5.98,52.0,watermelon
100.0,49.37,41.99,29.81,81.33,6.85,54.21,watermelon
110.4,41.08,43.9,25.49,91.24,6.71,55.74,watermelon
93.96,60.4,42.29,24.5,80.32,5.6,74.61,watermelon
102.55,41.3,62.18,27.42,83.34,6.0,70.62,watermelon
90.99,56.81,49.42,30.69,80.8,5.83,63.57,watermelon
106.57,43.92,53.08,31.11,93.47,6.5,73.69,watermelon
108.91,50.81,59.22,27.05,80.08,6.33,73.45,watermelon
96.89,61.48,49.29,32.58,87.39,6.24,58.64,watermelon
93.61,42.36,56.23,26.54,86.36,6.65,72.35,watermelon
87.55,56.68,41.92,28.57,89.79,6.0,52.22,watermelon
86.98,55.32,52.02,26.74,84.35,6.07,62.61,watermelon
115.57,61.69,42.41,33.75,93.11,6.8,49.14,watermelon
91.08,44.32,46.21,31.23,91.02,6.96,59.94,watermelon
85.9,59.99,47.33,34.31,86.48,6.66,63.21,watermelon
129.94,51.25,57.94,24.8,85.37,5.83,47.8,watermelon
93.0,50.72,56.85,29.96,92.24,5.67,61.19,watermelon
124.8,49.04,58.68,37.54,91.36,5.81,67.81,watermelon
110.46,49.64,41.54,24.75,85.99,6.13,66.49,watermelon
115.75,53.0,64.85,29.86,85.12,5.86,46.9,watermelon
108.05,42.67,41.36,24.57,80.58,6.85,48.34,watermelon
89.04,50.63,60.64,26.05,81.23,6.51,57.3,watermelon
122.35,56.3,58.51,30.48,80.81,6.13,74.49,watermelon
121.4,52.45,54.79,26.21,80.37,5.91,75.44,watermelon
97.48,44.15,50.97,31.26,82.29,6.07,55.84,watermelon
118.19,49.08,58.93,36.92,92.86,6.21,70.16,watermelon
107.15,51.07,58.5,26.81,91.97,6.57,65.21,watermelon
125.45,56.72,43.43,25.5,92.68,5.63,79.42,watermelon
120.14,62.52,59.82,35.55,89.36,6.77,48.31,watermelon
82.05,53.76,41.96,30.44,89.36,5.69,64.18,watermelon
123.96,56.91,52.51,36.36,81.86,5.89,65.74,watermelon
128.43,41.93,56.13,28.29,90.48,6.99,55.77,watermelon
117.11,63.86,60.54,32.79,84.2,5.79,46.64,watermelon
86.0,47.88,51.58,36.93,87.79,5.65,46.82,watermelon
120.37,48.86,45.92,26.4,94.32,6.46,60.88,watermelon
112.37,45.57,52.27,35.21,93.06,6.09,69.24,watermelon
96.94,42.12,46.26,32.84,83.5,5.64,69.51,watermelon
124.2,59.75,53.22,35.38,91.05,5.51,51.33,watermelon
108.28,46.01,51.56,26.39,81.56,5.62,75.03,watermelon
122.65,47.07,59.51,30.08,80.4,6.28,58.2,watermelon
113.51,44.54,46.0,25.8,80.42,5.85,78.75,watermelon
94.43,64.37,45.0,37.44,82.55,6.67,49.14,watermelon
128.75,59.53,51.85,24.88,90.42,6.79,74.28,watermelon
108.55,63.25,41.26,24.92,85.45,5.72,76.79,watermelon
105.84,61.54,45.73,36.57,80.24,6.01,73.79,watermelon
100.18,62.66,48.84,28.21,94.82,5.72,73.31,watermelon
86.82,51.98,52.19,32.36,88.0,5.93,57.65,watermelon
114.31,44.26,46.74,28.02,85.91,5.86,69.97,watermelon
101.54,48.17,54.02,33.08,87.78,6.68,65.28,watermelon
126.73,47.31,61.96,26.69,87.8,6.02,59.86,watermelon
128.25,57.93,53.59,30.42,87.05,6.24,79.76,watermelon
118.38,40.64,47.17,31.47,89.19,6.51,55.17,watermelon
92.12,43.55,41.55,28.67,93.28,6.73,59.46,watermelon
115.8,57.07,43.42,27.52,84.53,5.95,76.6,watermelon
81.02,43.09,54.03,25.96,87.3,5.81,55.12,watermelon
121.32,41.21,57.09,33.89,80.05,6.97,50.34,watermelon
104.68,42.73,41.24,26.36,92.9,5.98,55.85,watermelon
126.84,57.27,44.64,28.09,84.59,6.51,71.58,watermelon
98.89,43.48,47.98,28.72,84.07,6.52,75.09,watermelon
93.16,43.66,47.99,30.36,94.96,6.27,49.01,watermelon
129.75,45.76,63.96,33.84,88.77,5.84,66.76,watermelon
106.53,58.77,45.09,29.99,81.85,5.71,64.86,watermelon
123.16,45.01,41.56,36.2,83.98,6.23,68.41,watermelon
125.55,40.88,48.83,33.52,85.3,6.27,68.49,watermelon
105.92,62.65,43.36,35.74,94.79,6.66,78.58,watermelon
102.79,61.91,43.16,34.03,86.46,6.56,57.13,watermelon
107.64,44.62,50.19,26.08,83.45,6.87,55.49,watermelon
122.39,46.63,47.66,37.69,88.55,6.96,65.34,watermelon
97.18,51.83,50.36,32.7,93.39,6.08,37.2,muskmelon
98.95,56.62,47.07,36.59,89.78,6.8,32.92,muskmelon
82.77,51.85,41.5,30.39,92.1,6.26,21.68,muskmelon
85.93,58.99,59.82,39.37,94.58,6.93,36.2,muskmelon
117.41,46.29,43.5,39.97,94.88,7.48,31.69,muskmelon
82.73,47.96,45.11,37.83,92.49,7.35,33.07,muskmelon
103.61,59.55,44.72,31.6,92.18,7.39,23.6,muskmelon
110.18,42.15,58.16,35.97,93.58,6.32,28.75,muskmelon
80.47,55.92,55.27,29.0,92.23,6.81,37.61,muskmelon
88.91,40.23,49.15,38.46,91.34,6.35,24.31,muskmelon
95.08,49.73,59.11,34.19,88.68,7.35,20.0,muskmelon
100.27,43.07,41.06,30.12,89.01,6.29,25.15,muskmelon
93.66,51.98,57.87,31.93,94.08,6.23,29.75,muskmelon
105.96,55.96,41.21,37.61,88.2,6.02,36.43,muskmelon
89.06,40.66,47.82,38.44,88.42,6.27,32.87,muskmelon
81.02,43.28,41.08,34.24,95.24,6.28,38.38,muskmelon
80.06,46.85,59.98,33.76,93.63,6.12,29.11,muskmelon
93.82,45.12,58.29,37.01,88.03,7.3,27.82,muskmelon
94.47,47.66,51.7,37.91,90.5,7.17,24.63,muskmelon
117.94,59.04,44.36,37.18,94.11,6.38,24.36,muskmelon
81.79,42.02,45.54,32.61,91.34,7.17,34.72,muskmelon
101.2,48.47,48.99,35.7,91.75,6.63,21.61,muskmelon
